sentiment,text
neutral," Banks and tech sectors led Wall Street higher, while Boeing and Facebook weighed on gains. The Dow, S&P 500, and Nasdaq all closed in positive territory after a strong week, with eight of the eleven major sectors advancing. Energy and financial companies gained from oil price increases and IPOs, respectively"
neutral,Name of Company in which holdings have been acquired : Citycon Oyj 2 .
neutral,- Provides summary of the medical equipment pipeline products that the company is developing .
neutral,Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .
neutral,Maruti Q4 results: Here what to watch out for
neutral,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals ."
neutral,Sharekhan picks top investment ideas as market fall makes valuations reasonable
neutral,Three in fray for MCX-SX top post
neutral,"On preliminary estimate , the hotel will operate under the brand Novotel ."
neutral,Kolkata IT expert Bikram Dasgupta appointed World Bank advisor to Bangladesh
neutral,Vote on account 2014 will not move the markets much: Credit Suisse
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
neutral,"Sensex rangebound, Nifty tests 7550; top ten stocks in focus"
neutral,Tokyo stocks flat by the break
neutral,What should investors do with TCS ahead of Q2 results?
neutral,"BSE opens investor centres at Lucknow, Vadodara and Patna"
neutral,Tokyo stocks slip 0.13% by break
neutral,ICICI Bank Q1 PAT at Rs 2274 crore
neutral,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .
neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October ."
neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .
neutral,Southeast Asia stocks most higher; Philippines retreats after May export drop
neutral,"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces ."
neutral,BSE to auction unused government bonds limit to foreign investors
neutral,"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe ."
neutral,Global life science industry is strictly regulated by international and national authorities .
neutral,IGL won't reap immediate benefits from shift to cleaner fuel: Deven Choksey
neutral,Edelweiss maintains 'Hold' on RCom after GTL Infra deal
neutral,Sebi to meet rating companies today for reality check
neutral,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .
neutral,"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ."
neutral,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said ."
neutral,Vedanta Resources says ex-Rio Tinto boss Tom Albanese to be CEO
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis ."
neutral,Taiwan to launch yuan forex futures in July: Sources
neutral,Samsung Electronic India enterprise business head quits
neutral,IBJA hires consultancy firm EY to draw blueprint for developing bullion spot exchange in India
neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 ."
neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .
neutral,Higher holding in promoter firm will not trigger open offer: Sebi
neutral,Staying active in flat European stock markets
neutral,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years ."
neutral,Chinese firm New Crystal Material Holdings appeals against Taiwan regulators over IPO
neutral,Jaggery prices steady in thin trade
neutral,SC gives verdict on Presidential reference; telecom stocks mixed
neutral,"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE ."
neutral,Investment management and investment advisory services are the company 's sole line of business .
neutral,"The contract includes software licences , application maintenance and training ."
neutral,UltraTech Cement allots 658 shares to employees under ESOP
neutral,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice ."
neutral,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow ."
neutral,"Cargotec 's share capital after the increase totals 64,046,460 euros ."
neutral,Aster Silicates IPO opens on Thursday
neutral,These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .
neutral,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
neutral,The company admits that 36 months is a relatively short time when operating in Russia .
neutral,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .
neutral,"Outlook for auto stocks a mixed bag at the moment: Rajat Rajgarhia, Motilal Oswal Securities"
neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic ."
neutral,Aurionpro appoints three independent members to its board
neutral,Religare launches new trading portal
neutral,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems ."
neutral,Swiss cement maker Holcim appoints Bernard Terver as new Area Manager for India
neutral,The new SEPA cads will replace Finnish bank cards .
neutral,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % ."
neutral,Maytas Infra to consider share issue July 19
neutral,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories ."
neutral,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
neutral,Makemytrip expands share sale plan
neutral,StanChart elevates Sanjeeb Chaudhuri as global brand head & CMO
neutral,No financial details of the deployment were disclosed .
neutral,D-Street week ahead: FIIs in wait & watch mode ahead of Bihar outcome
neutral,"Anil Ambani-led Reliance Infrastructure appoints ex-Vedanta chief, MS Mehta, as CEO"
neutral,Samsonite International appoints Ramesh Tainwala as global COO
neutral,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products ."
neutral,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 ."
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .
neutral,Billionaire's stake shakes Woolworth's buyout of David Jones
neutral,The Oulu plant employs approximately 120 people .
neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .
neutral,"April 02, 2014: Mecklai Financial report on rupee"
neutral,"Rise in US bond yields may direct realignment towards EM pack: Gaurav Mehta, Ambit Capital"
neutral,Shoppers Stop elevates Salil Nair to CEO
neutral,Deutsche MF launches inflation-indexed bond fund
neutral,Cos on BSE SME platform cross 100-mark
neutral,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !
neutral,Hatson Agro registers net profit of Rs 13.89 crore in Q1
neutral,"FDA nod for drugs crucial for Lupin, Dr Reddys Laboratories"
